locationName,color,locUUID,rainfall,recharge.total.poor_quality,recharge.total.total,recharge.total.non_command,recharge.total.command,loss,draft.total.total,draft.total.non_command,currAvailabilityForAllPurposes,stage,category.total,category.non_command,area.total.commandArea,area.total.nonCommandArea,area.total.poorQualityArea,area.total.hillyArea,area.total.forestArea,area.total.totalArea,area.total.pavedArea,area.total.unpavedArea,locationUUID,rechargeData.total.poor_quality,rechargeData.total.total,rechargeData.total.non_command,rechargeData.total.command,draftData.total.total,draftData.total.non_command,currentAvailabilityForAllPurposes,stageOfExtraction,category.poor_quality,category.command,draft.total.command,draftData.total.command,draft.total.poor_quality,draftData.total.poor_quality
SANKARAPURAM,,16ff28ca-5aa3-48a8-ac2e-21565a46df08,1102.251909882037,0.0,15642.89,15333.27,309.62,,8319.02,8319.02,,,safe,safe,0.0,62845.40625,0.0,0.0,0.0,67156.97624999999,0.0,0.0,16ff28ca-5aa3-48a8-ac2e-21565a46df08,0.0,15642.89,15333.27,309.62,8319.02,8319.02,,,,,,,,
GUDALUR,,a8b95a3b-9707-43cc-abce-7d440ecd9f71,2301.693858875776,0.0,1629.5900000000001,1608.8,20.79,,32.15,32.15,,,safe,safe,0.0,18079.319999999996,0.0,0.0,0.0,50638.31,0.0,0.0,a8b95a3b-9707-43cc-abce-7d440ecd9f71,0.0,1629.5900000000001,1608.8,20.79,32.15,32.15,,,,,,,,
KRISHNARAYAPURAM,,080a6253-ddda-40d1-bbe9-36f27c01ec6f,723.9192913293266,0.0,4756.549999999999,3631.48,1125.0700000000002,,4192.17,4192.17,,,critical,over_exploited,0.0,34878.26,0.0,0.0,0.0,35030.26,0.0,0.0,080a6253-ddda-40d1-bbe9-36f27c01ec6f,0.0,4756.549999999999,3631.48,1125.0700000000002,4192.17,4192.17,,,,,,,,
POCHAMPALLI,,dc183b2a-2ef7-47f4-890f-47352a479d11,835.0208687028563,0.0,5923.45,5915.76,7.69,,5039.39,5039.39,,,critical,critical,0.0,29227.140000000003,0.0,0.0,0.0,32718.980000000007,0.0,0.0,dc183b2a-2ef7-47f4-890f-47352a479d11,0.0,5923.45,5915.76,7.69,5039.39,5039.39,,,,,,,,
KOTAGIRI,,92c5cd85-fecc-4b71-966b-1bb02c7ef2b1,1449.9521398185552,0.0,1078.14,1011.7900000000001,66.35,,269.53,269.53,,,safe,safe,0.0,19461.58,0.0,0.0,0.0,39665.2,0.0,0.0,92c5cd85-fecc-4b71-966b-1bb02c7ef2b1,0.0,1078.14,1011.7900000000001,66.35,269.53,269.53,,,,,,,,
VELACHERI,,143e9fda-e1e5-4102-989b-d4ff81e1f7af,1409.2000000000003,0.0,253.81,253.81,0.0,,333.28,333.28,,,over_exploited,over_exploited,0.0,2077.4678999999996,0.0,0.0,0.0,2077.4678999999996,0.0,0.0,143e9fda-e1e5-4102-989b-d4ff81e1f7af,0.0,253.81,253.81,0.0,333.28,333.28,,,,,,,,
PALAYANKOTTAI,,20a70d10-c983-4f1b-a855-1b3ca2a51a38,867.1110357144966,0.0,10755.369999999999,5553.9,5201.469999999999,,2300.24,2300.24,,,safe,safe,0.0,30509.179999999997,0.0,0.0,0.0,31308.92,0.0,0.0,20a70d10-c983-4f1b-a855-1b3ca2a51a38,0.0,10755.369999999999,5553.9,5201.469999999999,2300.24,2300.24,,,,,,,,
VALANGAIMAN,,f7fb77ae-5beb-4452-9df0-d23ab97ddb15,1185.3,0.0,5981.08,5837.9,143.18,,6888.040000000001,6888.040000000001,,,over_exploited,over_exploited,0.0,20324.11,0.0,0.0,0.0,20324.11,0.0,0.0,f7fb77ae-5beb-4452-9df0-d23ab97ddb15,0.0,5981.08,5837.9,143.18,6888.040000000001,6888.040000000001,,,,,,,,
KAMUTHI,,103d1dac-c39b-4300-840e-9e265c9472c3,709.3737692211538,0.0,7269.99,7269.99,0.0,,1161.41,1161.41,,,safe,safe,0.0,57847.0,0.0,0.0,0.0,57847.0,0.0,0.0,103d1dac-c39b-4300-840e-9e265c9472c3,0.0,7269.99,7269.99,0.0,1161.41,1161.41,,,,,,,,
THIRUVERUMBUR,,a2726a15-8f0d-4d8e-9b05-cf32d7896763,811.0790815060518,0.0,4656.85,3346.5299999999997,1310.3200000000002,,161.01000000000002,161.01000000000002,,,safe,safe,0.0,26578.510000000002,0.0,0.0,0.0,26812.54,0.0,0.0,a2726a15-8f0d-4d8e-9b05-cf32d7896763,0.0,4656.85,3346.5299999999997,1310.3200000000002,161.01000000000002,161.01000000000002,,,,,,,,
VALAPADY,,ec3c27c8-aa84-4155-8744-de41cbf64654,848.6087015366417,0.0,4158.299999999999,3339.0,819.3,,5809.96,5809.96,,,over_exploited,over_exploited,0.0,29924.024999999998,0.0,0.0,0.0,31995.395000000004,0.0,0.0,ec3c27c8-aa84-4155-8744-de41cbf64654,0.0,4158.299999999999,3339.0,819.3,5809.96,5809.96,,,,,,,,
NATHAM,,e796018f-ef3e-4b22-a849-c55fcdde2de5,982.5048114074718,0.0,4017.2200000000003,3564.05,453.17,,2849.49,2849.49,,,semi_critical,semi_critical,0.0,33472.87,0.0,0.0,0.0,55700.03,0.0,0.0,e796018f-ef3e-4b22-a849-c55fcdde2de5,0.0,4017.2200000000003,3564.05,453.17,2849.49,2849.49,,,,,,,,
THARANGAMBADI,,85b9b688-feef-4231-9bd0-4ddba9f515b6,1219.6434959483133,4261.43,10102.630000000001,5826.379999999999,14.82,,6916.58,6916.35,,,over_exploited,over_exploited,0.0,19073.234999999997,8932.385,0.0,0.0,28005.62,0.0,0.0,85b9b688-feef-4231-9bd0-4ddba9f515b6,4261.43,10102.630000000001,5826.379999999999,14.82,6916.58,6916.35,,,safe,,,,0.23,0.23
KANGEYAM,,16360125-b486-4918-bae6-a238007fb722,550.2872179113677,0.0,11578.17,8184.57,3393.6,,8855.95,8855.95,,,semi_critical,over_exploited,0.0,84269.83499999999,0.0,0.0,0.0,84645.48,0.0,0.0,16360125-b486-4918-bae6-a238007fb722,0.0,11578.17,8184.57,3393.6,8855.95,8855.95,,,,,,,,
K V KUPPAM,,4920db90-2a25-47d8-acde-9769ac8b3bf1,978.2851931471234,0.0,2380.71,2379.34,1.37,,3230.03,3230.03,,,over_exploited,over_exploited,0.0,16769.6,0.0,0.0,0.0,16769.6,0.0,0.0,4920db90-2a25-47d8-acde-9769ac8b3bf1,0.0,2380.71,2379.34,1.37,3230.03,3230.03,,,,,,,,
DENKANIKOTTAI,,afe73228-46ce-41fd-9cbc-345731fb8fe7,783.6334365220633,0.0,12862.840000000002,12835.46,27.380000000000003,,7541.85,7541.85,,,safe,safe,0.0,74105.315,0.0,0.0,0.0,89463.84499999999,0.0,0.0,afe73228-46ce-41fd-9cbc-345731fb8fe7,0.0,12862.840000000002,12835.46,27.380000000000003,7541.85,7541.85,,,,,,,,
SATTUR,,6f71cff7-a267-4b04-a8bd-1a5b6a2d3544,722.1711111111111,0.0,4973.58,3901.92,1071.66,,2049.37,2049.37,,,safe,safe,0.0,41496.46,0.0,0.0,0.0,41496.46,0.0,0.0,6f71cff7-a267-4b04-a8bd-1a5b6a2d3544,0.0,4973.58,3901.92,1071.66,2049.37,2049.37,,,,,,,,
OTTAPIDARAM,,1cbbb65f-96b9-4017-b12d-9dd52ea2cec8,478.49754633877166,0.0,10679.029999999999,6616.93,4062.1000000000004,,1676.17,1676.17,,,safe,safe,0.0,65032.205,0.0,0.0,0.0,66125.205,0.0,0.0,1cbbb65f-96b9-4017-b12d-9dd52ea2cec8,0.0,10679.029999999999,6616.93,4062.1000000000004,1676.17,1676.17,,,,,,,,
MADHAVARAM,,079089b2-a9d5-4187-8315-23410121bb04,1450.0,0.0,1050.6,1050.6,0.0,,785.26,785.26,,,semi_critical,semi_critical,0.0,3612.645,0.0,0.0,0.0,3612.645,0.0,0.0,079089b2-a9d5-4187-8315-23410121bb04,0.0,1050.6,1050.6,0.0,785.26,785.26,,,,,,,,
KATPADI,,91e05d7f-44a4-4418-ab58-6076855ad535,987.9818993274731,0.0,3792.66,3790.2999999999997,2.3600000000000003,,2856.11,2856.11,,,semi_critical,semi_critical,0.0,26827.18,0.0,0.0,0.0,26827.18,0.0,0.0,91e05d7f-44a4-4418-ab58-6076855ad535,0.0,3792.66,3790.2999999999997,2.3600000000000003,2856.11,2856.11,,,,,,,,
PURASAIVAKKAM,,49b8fd95-2bdb-4083-9f78-b7c797b38afb,1505.7000000000003,0.0,296.44,296.44,0.0,,423.17,423.17,,,over_exploited,over_exploited,0.0,1727.7903999999999,0.0,0.0,0.0,1727.7903999999999,0.0,0.0,49b8fd95-2bdb-4083-9f78-b7c797b38afb,0.0,296.44,296.44,0.0,423.17,423.17,,,,,,,,
GUMMUDIPOONDI,,c0cba031-9efe-473a-ac63-3cb629a3f73f,1308.5487949697188,0.0,10235.45,10203.48,31.97,,4254.61,4254.61,,,safe,safe,0.0,39826.799999999996,0.0,0.0,0.0,42836.905,0.0,0.0,c0cba031-9efe-473a-ac63-3cb629a3f73f,0.0,10235.45,10203.48,31.97,4254.61,4254.61,,,,,,,,
THIRUVOTTIYUR,,39578a17-8ade-436e-9d56-89399c6f99bb,1370.352617718828,0.0,1231.92,1224.5100000000002,7.41,,1639.7,1639.7,,,over_exploited,over_exploited,0.0,5587.785,0.0,0.0,0.0,5587.785,0.0,0.0,39578a17-8ade-436e-9d56-89399c6f99bb,0.0,1231.92,1224.5100000000002,7.41,1639.7,1639.7,,,,,,,,
SHOLINGUR,,5e4a144a-aa26-4bc2-8628-89b5b7c1e67b,880.895511001847,0.0,4360.72,4357.97,2.75,,2997.33,2997.33,,,semi_critical,semi_critical,0.0,28784.485,0.0,0.0,0.0,28784.485,0.0,0.0,5e4a144a-aa26-4bc2-8628-89b5b7c1e67b,0.0,4360.72,4357.97,2.75,2997.33,2997.33,,,,,,,,
SATHYAMANGALAM,,c3681273-6adf-4e4f-a601-9a5b1e17bad8,792.1480503416549,0.0,8903.789999999999,7536.160000000001,1367.63,,7772.62,7772.62,,,critical,over_exploited,0.0,51328.865000000005,0.0,0.0,0.0,51328.865000000005,0.0,0.0,c3681273-6adf-4e4f-a601-9a5b1e17bad8,0.0,8903.789999999999,7536.160000000001,1367.63,7772.62,7772.62,,,,,,,,
EGMORE,,ff60790a-dbc1-4c1c-902f-83d5ed4b38b1,1489.376793814145,0.0,359.40000000000003,359.40000000000003,0.0,,454.3299999999999,454.3299999999999,,,over_exploited,over_exploited,0.0,1766.8957,0.0,0.0,0.0,1766.8957,0.0,0.0,ff60790a-dbc1-4c1c-902f-83d5ed4b38b1,0.0,359.40000000000003,359.40000000000003,0.0,454.3299999999999,454.3299999999999,,,,,,,,
AMBASAMUDRAM,,632b4f18-ff88-46fd-97d7-aa62f89c389f,1034.7108427775865,0.0,11188.36,5672.65,5515.710000000001,,703.23,703.23,,,safe,safe,0.0,20131.289999999997,0.0,0.0,0.0,76877.48999999999,0.0,0.0,632b4f18-ff88-46fd-97d7-aa62f89c389f,0.0,11188.36,5672.65,5515.710000000001,703.23,703.23,,,,,,,,
VILLUPURAM,,be6a685a-cfc6-4ab1-8822-690243a1324f,1064.1616249177018,0.0,13106.369999999999,13043.25,63.11999999999999,,8492.94,8492.94,,,semi_critical,semi_critical,0.0,43014.24,0.0,0.0,0.0,43014.24,0.0,0.0,be6a685a-cfc6-4ab1-8822-690243a1324f,0.0,13106.369999999999,13043.25,63.11999999999999,8492.94,8492.94,,,,,,,,
TIRUTTANI,,8781b357-9648-4acb-9370-695a9a89a97b,1046.1920054525492,0.0,9969.03,9898.73,70.30000000000001,,6347.369999999999,6347.369999999999,,,semi_critical,semi_critical,0.0,43179.80499999999,0.0,0.0,0.0,45450.505,0.0,0.0,8781b357-9648-4acb-9370-695a9a89a97b,0.0,9969.03,9898.73,70.30000000000001,6347.369999999999,6347.369999999999,,,,,,,,
TONDIARPET,,b41b3f43-e131-4885-ba82-08d3dca4e57e,1505.7,0.0,105.71999999999998,105.71999999999998,0.0,,146.24,146.24,,,over_exploited,over_exploited,0.0,1301.7624,0.0,0.0,0.0,1301.7624,0.0,0.0,b41b3f43-e131-4885-ba82-08d3dca4e57e,0.0,105.71999999999998,105.71999999999998,0.0,146.24,146.24,,,,,,,,
MANAMADURAI,,6e90cca6-332b-48fc-acf3-2a788ff49b40,942.7399999999999,0.0,8493.73,8359.42,134.31,,1020.8900000000001,1020.8900000000001,,,safe,safe,0.0,31830.93,0.0,0.0,0.0,32867.46,0.0,0.0,6e90cca6-332b-48fc-acf3-2a788ff49b40,0.0,8493.73,8359.42,134.31,1020.8900000000001,1020.8900000000001,,,,,,,,
THIRUTHURAIPOONDI,,977316e8-6048-42f6-a622-82c31325f94d,1266.4589571183535,38021.31,38021.31,0.0,0.0,,247.49,,,,salinity,,0.0,0.0,37312.0,0.0,0.0,39764.0,0.0,0.0,977316e8-6048-42f6-a622-82c31325f94d,38021.31,38021.31,0.0,0.0,247.49,,,,salinity,,,,247.49,247.49
VRIDHACHALAM,,8e78902a-52d8-42ba-a49b-aee014f3a9bb,1176.4217961689867,0.0,9353.15,9231.04,122.11000000000001,,9333.31,9333.31,,,over_exploited,over_exploited,0.0,50493.689999999995,0.0,0.0,0.0,50631.69,0.0,0.0,8e78902a-52d8-42ba-a49b-aee014f3a9bb,0.0,9353.15,9231.04,122.11000000000001,9333.31,9333.31,,,,,,,,
PONNERI,,5cf8baf5-8f46-4edf-8b57-11ed93e4104e,1356.5622508188942,1364.41,19726.700000000004,18309.3,52.989999999999995,,6942.5599999999995,6392.139999999999,,,safe,safe,0.0,58840.645000000004,6918.755,0.0,0.0,67655.295,0.0,0.0,5cf8baf5-8f46-4edf-8b57-11ed93e4104e,1364.41,19726.700000000004,18309.3,52.989999999999995,6942.5599999999995,6392.139999999999,,,safe,,,,550.42,550.42
KUTTANALLUR,,47587006-68a9-43df-a617-9371c65a3fc3,1219.0336256961107,0.0,7544.62,7369.8099999999995,174.81,,4642.41,4642.41,,,safe,safe,0.0,18021.559999999998,0.0,0.0,0.0,18021.559999999998,0.0,0.0,47587006-68a9-43df-a617-9371c65a3fc3,0.0,7544.62,7369.8099999999995,174.81,4642.41,4642.41,,,,,,,,
MANAMELKUDI,,6dbf16a3-9e43-4d19-81c0-401cc01ed3c5,905.7425799596153,6543.34,10599.8,3538.1499999999996,518.31,,162.77,141.68,,,safe,safe,0.0,9067.615,15296.015000000001,0.0,0.0,24564.924999999996,0.0,0.0,6dbf16a3-9e43-4d19-81c0-401cc01ed3c5,6543.34,10599.8,3538.1499999999996,518.31,162.77,141.68,,,safe,,,,21.089999999999996,21.089999999999996
THIRUVATTAR,,90647e29-3d78-4bdd-8cf2-b75bba566167,1604.4578759813207,0.0,6842.27,5252.65,1589.62,,118.69,118.69,,,safe,safe,0.0,14776.0,0.0,0.0,0.0,14779.0,0.0,0.0,90647e29-3d78-4bdd-8cf2-b75bba566167,0.0,6842.27,5252.65,1589.62,118.69,118.69,,,,,,,,
ATTUR,,6a0fa174-e127-4950-b7fd-9373c9ab5fff,937.3195787138401,0.0,4708.62,3505.1400000000003,1203.48,,7091.71,7091.71,,,over_exploited,over_exploited,0.0,26666.434999999998,0.0,0.0,0.0,27190.515,0.0,0.0,6a0fa174-e127-4950-b7fd-9373c9ab5fff,0.0,4708.62,3505.1400000000003,1203.48,7091.71,7091.71,,,,,,,,
ERAL,,5ff84bb5-1021-4cb4-8913-de329c6c0911,645.2703422965077,0.0,13192.449999999999,9414.86,3777.59,,1537.12,1537.12,,,safe,safe,0.0,25811.54,0.0,0.0,0.0,25811.54,0.0,0.0,5ff84bb5-1021-4cb4-8913-de329c6c0911,0.0,13192.449999999999,9414.86,3777.59,1537.12,1537.12,,,,,,,,
KILLIYUR,,95a16258-1fee-463b-8f10-4fc638072cc7,1343.6627080375365,0.0,3798.7400000000002,2531.08,1267.66,,467.44,467.44,,,safe,safe,0.0,11945.861,0.0,0.0,0.0,11945.861,0.0,0.0,95a16258-1fee-463b-8f10-4fc638072cc7,0.0,3798.7400000000002,2531.08,1267.66,467.44,467.44,,,,,,,,
SRIVLLIPUTHUR,,935905c3-620c-402b-b992-0fb5aafc6aba,901.427962962963,0.0,6042.83,5814.799999999999,228.03,,4635.16,4635.16,,,semi_critical,semi_critical,0.0,23433.62,0.0,0.0,0.0,35220.63,0.0,0.0,935905c3-620c-402b-b992-0fb5aafc6aba,0.0,6042.83,5814.799999999999,228.03,4635.16,4635.16,,,,,,,,
WALAJABAD,,a7bc25c1-e31c-4b8d-869d-980b73b04c47,1251.5403160657283,0.0,6906.15,6889.2699999999995,16.88,,3515.85,3515.85,,,safe,safe,0.0,22900.3,0.0,0.0,0.0,22900.3,0.0,0.0,a7bc25c1-e31c-4b8d-869d-980b73b04c47,0.0,6906.15,6889.2699999999995,16.88,3515.85,3515.85,,,,,,,,
AVADI,,9ed11436-b21e-4a2c-83d8-2ad1ec210b1f,1331.1078424862155,0.0,4457.35,4224.58,232.77,,3375.0000000000005,3375.0000000000005,,,semi_critical,semi_critical,0.0,18251.355,0.0,0.0,0.0,18580.355,0.0,0.0,9ed11436-b21e-4a2c-83d8-2ad1ec210b1f,0.0,4457.35,4224.58,232.77,3375.0000000000005,3375.0000000000005,,,,,,,,
WALAJAPET,,57d388f0-c7aa-4559-b56f-0d3af96793a7,945.2786964505209,0.0,4540.8099999999995,4537.02,3.79,,3973.15,3973.15,,,critical,critical,0.0,29438.545000000002,0.0,0.0,0.0,29440.455,0.0,0.0,57d388f0-c7aa-4559-b56f-0d3af96793a7,0.0,4540.8099999999995,4537.02,3.79,3973.15,3973.15,,,,,,,,
MANMANGALAM,,ea83434e-4ac7-44b8-9b6d-5254d762cea6,627.2547945692482,0.0,3648.2200000000003,2375.7,1272.52,,3289.22,3289.22,,,over_exploited,over_exploited,0.0,20393.125,0.0,0.0,0.0,20411.125,0.0,0.0,ea83434e-4ac7-44b8-9b6d-5254d762cea6,0.0,3648.2200000000003,2375.7,1272.52,3289.22,3289.22,,,,,,,,
MAMBALAM,,deb7d99e-fcca-4098-b62b-7960cac23707,1484.585729248901,0.0,108.63,108.63,0.0,,150.79,150.79,,,over_exploited,over_exploited,0.0,1436.5733,0.0,0.0,0.0,1436.5733,0.0,0.0,deb7d99e-fcca-4098-b62b-7960cac23707,0.0,108.63,108.63,0.0,150.79,150.79,,,,,,,,
AMBUR,,6ca37202-4dba-422f-8ffd-8f6f4f898408,774.8826640219511,0.0,2134.59,2134.59,0.0,,2900.5099999999998,2900.5099999999998,,,over_exploited,over_exploited,0.0,18905.625,0.0,0.0,0.0,19397.199999999997,0.0,0.0,6ca37202-4dba-422f-8ffd-8f6f4f898408,0.0,2134.59,2134.59,0.0,2900.5099999999998,2900.5099999999998,,,,,,,,
KADAYAMPATTI,,e2eb8225-8510-4886-9e61-d62a5e5955fa,917.4,0.0,3134.8999999999996,2602.33,532.57,,3502.56,3502.56,,,over_exploited,over_exploited,0.0,25283.97,0.0,0.0,0.0,26263.1,0.0,0.0,e2eb8225-8510-4886-9e61-d62a5e5955fa,0.0,3134.8999999999996,2602.33,532.57,3502.56,3502.56,,,,,,,,
CHENGALPATTU,,b4efa6f3-c8cc-43f6-b0f5-d2d3d163a3cb,1216.784829190738,0.0,3717.82,3714.7500000000005,3.0700000000000003,,2567.72,2567.72,,,semi_critical,semi_critical,0.0,19790.934999999998,0.0,0.0,0.0,24382.129999999997,0.0,0.0,b4efa6f3-c8cc-43f6-b0f5-d2d3d163a3cb,0.0,3717.82,3714.7500000000005,3.0700000000000003,2567.72,2567.72,,,,,,,,
MUDUKULATHUR,,5de066f8-2d18-4008-9284-00e28e552d5d,718.8314522318611,1595.81,9427.7,7831.890000000001,0.0,,1007.47,966.64,,,safe,safe,0.0,39621.0,8461.385,0.0,0.0,48082.385,0.0,0.0,5de066f8-2d18-4008-9284-00e28e552d5d,1595.81,9427.7,7831.890000000001,0.0,1007.47,966.64,,,safe,,,,40.83,40.83
TIRUPATTUR,,38c95bcb-a1eb-4b9a-b108-10fee7e0e0b5,803.0819710609088,0.0,5339.62,5339.62,0.0,,6789.51,6789.51,,,over_exploited,over_exploited,0.0,55403.259999999995,0.0,0.0,0.0,56243.88,0.0,0.0,38c95bcb-a1eb-4b9a-b108-10fee7e0e0b5,0.0,5339.62,5339.62,0.0,6789.51,6789.51,,,,,,,,
KUNNAM,,4931bf39-c3fe-4962-9550-ae68b8f0dbc9,976.6447545588535,0.0,7590.8099999999995,4988.94,2601.87,,4333.17,4333.17,,,safe,critical,0.0,41799.075,0.0,0.0,0.0,42850.66,0.0,0.0,4931bf39-c3fe-4962-9550-ae68b8f0dbc9,0.0,7590.8099999999995,4988.94,2601.87,4333.17,4333.17,,,,,,,,
THIRUMAYAM,,82f3be93-0d15-4b27-bc35-925012f29c51,915.3867456133127,0.0,11332.57,10561.43,771.1399999999999,,3541.82,3541.82,,,safe,safe,0.0,47377.34500000001,0.0,0.0,0.0,50577.62500000001,0.0,0.0,82f3be93-0d15-4b27-bc35-925012f29c51,0.0,11332.57,10561.43,771.1399999999999,3541.82,3541.82,,,,,,,,
THIRUVAIYARU,,79c5299d-21bc-4b8d-97f8-6084d74dc1f8,891.493051861117,0.0,4924.66,4701.4400000000005,223.22000000000003,,4791.9400000000005,4791.9400000000005,,,over_exploited,over_exploited,0.0,15054.535000000002,0.0,0.0,0.0,15054.535000000002,0.0,0.0,79c5299d-21bc-4b8d-97f8-6084d74dc1f8,0.0,4924.66,4701.4400000000005,223.22000000000003,4791.9400000000005,4791.9400000000005,,,,,,,,
KARIMANGALAM,,c980dd6f-3787-4d8b-845a-e6f5433e1e29,898.3814817812338,0.0,7650.349999999999,7645.129999999999,5.22,,8269.21,8269.21,,,over_exploited,over_exploited,0.0,33484.43000000001,0.0,0.0,0.0,34548.590000000004,0.0,0.0,c980dd6f-3787-4d8b-845a-e6f5433e1e29,0.0,7650.349999999999,7645.129999999999,5.22,8269.21,8269.21,,,,,,,,
CHINNA SELAM,,8cf14809-2cd5-4778-8c23-4da5240ad91c,1028.2600559623065,0.0,7651.91,7426.150000000001,225.76,,7235.92,7235.92,,,over_exploited,over_exploited,0.0,33863.865000000005,0.0,0.0,0.0,43929.585,0.0,0.0,8cf14809-2cd5-4778-8c23-4da5240ad91c,0.0,7651.91,7426.150000000001,225.76,7235.92,7235.92,,,,,,,,
VANDAVASI,,c840f959-273d-4221-91d5-211ec1550d53,1187.4419245360777,0.0,23546.86,23495.13,51.730000000000004,,20991.61,20991.61,,,critical,critical,0.0,68928.3,0.0,0.0,0.0,68953.265,0.0,0.0,c840f959-273d-4221-91d5-211ec1550d53,0.0,23546.86,23495.13,51.730000000000004,20991.61,20991.61,,,,,,,,
SIVAGIRI,,8d580e1c-201b-452a-98bb-18211e1f7102,915.58,0.0,8442.09,6620.79,1821.3000000000002,,4357.82,4357.82,,,safe,semi_critical,0.0,25428.515,0.0,0.0,0.0,36964.295,0.0,0.0,8d580e1c-201b-452a-98bb-18211e1f7102,0.0,8442.09,6620.79,1821.3000000000002,4357.82,4357.82,,,,,,,,
TITAGUDI,,154097df-d404-474e-bb49-b153c1973404,1207.0402417246237,0.0,8314.539999999999,8266.07,48.47,,9067.58,9067.58,,,over_exploited,over_exploited,0.0,46099.565,0.0,0.0,0.0,46100.55,0.0,0.0,154097df-d404-474e-bb49-b153c1973404,0.0,8314.539999999999,8266.07,48.47,9067.58,9067.58,,,,,,,,
ANNUR,,99c1cac4-c338-49cc-9d35-c21c1ba1c46c,464.4485969855147,0.0,3910.35,2911.1799999999994,999.1700000000001,,3819.75,3819.75,,,over_exploited,over_exploited,1318.1899999999998,37534.545,0.0,0.0,0.0,38852.735,0.0,0.0,99c1cac4-c338-49cc-9d35-c21c1ba1c46c,0.0,3910.35,2911.1799999999994,999.1700000000001,3819.75,3819.75,,,,safe,0.0,0.0,,
KOLLI HILLS,,d939d3b8-ac56-4a65-a43e-210118319270,750.4000000000001,0.0,2232.09,1719.1,512.99,,9.1,9.1,,,safe,safe,0.0,20826.38,0.0,0.0,0.0,20826.38,0.0,0.0,d939d3b8-ac56-4a65-a43e-210118319270,0.0,2232.09,1719.1,512.99,9.1,9.1,,,,,,,,
NAMAKKAL,,37ca2ac1-73f8-41bd-ba60-2e2e1fef68ed,649.99749292246,0.0,5681.719999999999,5576.140000000001,105.58,,6524.530000000001,6524.530000000001,,,over_exploited,over_exploited,0.0,37906.884999999995,0.0,0.0,0.0,37943.19500000001,0.0,0.0,37ca2ac1-73f8-41bd-ba60-2e2e1fef68ed,0.0,5681.719999999999,5576.140000000001,105.58,6524.530000000001,6524.530000000001,,,,,,,,
SRIRANGAM,,2f9a5893-7402-4a41-ac7f-f66e5b8190ae,813.1933835374247,0.0,6983.75,5228.879999999999,1754.87,,3728.7699999999995,3728.7699999999995,,,safe,semi_critical,0.0,31835.34,0.0,0.0,0.0,31880.34,0.0,0.0,2f9a5893-7402-4a41-ac7f-f66e5b8190ae,0.0,6983.75,5228.879999999999,1754.87,3728.7699999999995,3728.7699999999995,,,,,,,,
TIRUPPUR NORTH,,788e40ba-8739-4d05-a597-c6253a4fce51,607.8000000000002,0.0,738.97,586.72,152.25,,513.4,513.4,,,semi_critical,critical,0.0,9250.989999999998,0.0,0.0,0.0,9250.989999999998,0.0,0.0,788e40ba-8739-4d05-a597-c6253a4fce51,0.0,738.97,586.72,152.25,513.4,513.4,,,,,,,,
PERAMBALUR,,48daee70-93ef-4286-9e5d-a1ca50901e15,917.3881723015577,0.0,4996.5199999999995,4274.0,722.52,,6487.85,6487.85,,,over_exploited,over_exploited,0.0,28757.13,0.0,0.0,0.0,32076.545000000002,0.0,0.0,48daee70-93ef-4286-9e5d-a1ca50901e15,0.0,4996.5199999999995,4274.0,722.52,6487.85,6487.85,,,,,,,,
KADAYANALLUR,,26b2336e-a645-4800-95d1-fdd211deeaa3,801.3054164798683,0.0,9277.29,6336.370000000001,2940.92,,6944.92,6944.92,,,semi_critical,over_exploited,0.0,37339.740000000005,0.0,0.0,0.0,56484.83,0.0,0.0,26b2336e-a645-4800-95d1-fdd211deeaa3,0.0,9277.29,6336.370000000001,2940.92,6944.92,6944.92,,,,,,,,
SRIVAIKUNDAM,,1faf4621-d7b3-4dc4-b5de-73d1fddd8d65,646.932854888464,0.0,12317.14,9820.97,2496.17,,1784.7599999999998,1784.7599999999998,,,safe,safe,0.0,43008.090000000004,0.0,0.0,0.0,43155.145000000004,0.0,0.0,1faf4621-d7b3-4dc4-b5de-73d1fddd8d65,0.0,12317.14,9820.97,2496.17,1784.7599999999998,1784.7599999999998,,,,,,,,
COIMBATORE NORTH,,2b005ba5-5c93-4924-81a3-f4fb1339737f,718.6572388467616,0.0,2956.91,1681.4199999999998,1275.4900000000002,,3235.71,3235.71,,,over_exploited,over_exploited,1024.165,29034.145000000004,0.0,0.0,0.0,31837.725000000002,0.0,0.0,2b005ba5-5c93-4924-81a3-f4fb1339737f,0.0,2956.91,1681.4199999999998,1275.4900000000002,3235.71,3235.71,,,,safe,0.0,0.0,,
VANIYAMBADI,,1249d66c-b9b2-4a3f-88b3-85dbd6b4c387,834.2534894377362,0.0,2402.6,2402.6,0.0,,2843.6,2843.6,,,over_exploited,over_exploited,0.0,21255.859999999997,0.0,0.0,0.0,23645.18,0.0,0.0,1249d66c-b9b2-4a3f-88b3-85dbd6b4c387,0.0,2402.6,2402.6,0.0,2843.6,2843.6,,,,,,,,
THOVALAI,,e8e8fb5a-ebfe-4529-b97d-e76f554df48e,1037.3872710805279,0.0,7022.84,4211.9,2810.9400000000005,,338.26,338.26,,,safe,safe,0.0,16050.95,0.0,0.0,0.0,18530.0,0.0,0.0,e8e8fb5a-ebfe-4529-b97d-e76f554df48e,0.0,7022.84,4211.9,2810.9400000000005,338.26,338.26,,,,,,,,
