locationName,color,locUUID,rainfall,recharge.total.poor_quality,recharge.total.total,recharge.total.non_command,recharge.total.command,loss,draft.total.total,draft.total.non_command,currAvailabilityForAllPurposes,stage,category.total,category.non_command,area.total.commandArea,area.total.nonCommandArea,area.total.poorQualityArea,area.total.hillyArea,area.total.forestArea,area.total.totalArea,area.total.pavedArea,area.total.unpavedArea,locationUUID,rechargeData.total.poor_quality,rechargeData.total.total,rechargeData.total.non_command,rechargeData.total.command,draftData.total.total,draftData.total.non_command,currentAvailabilityForAllPurposes,stageOfExtraction,category.poor_quality,category.command,draft.total.command,draftData.total.command,draft.total.poor_quality,draftData.total.poor_quality
Akuluto,,9386cdda-774c-4f87-acb7-c5fdb700f9e3,2080.4,0.0,593.6800000000001,593.6800000000001,0.0,,7.779999999999999,7.779999999999999,,,safe,safe,0.0,2703.28,0.0,0.0,0.0,26974.0,0.0,0.0,9386cdda-774c-4f87-acb7-c5fdb700f9e3,0.0,593.6800000000001,593.6800000000001,0.0,7.779999999999999,7.779999999999999,,,,,,,,
Pungro,,4365d31a-610e-4da8-87ab-5f9735861c64,1074.1,0.0,137.12,137.12,0.0,,0.4,0.4,,,safe,safe,0.0,1371.78,0.0,0.0,0.0,56500.0,0.0,0.0,4365d31a-610e-4da8-87ab-5f9735861c64,0.0,137.12,137.12,0.0,0.4,0.4,,,,,,,,
Kubulong,,1e777a79-71c5-472f-ad07-87d396609aa2,2080.4,0.0,491.94,491.94,0.0,,0.09,0.09,,,safe,safe,0.0,4346.94,0.0,0.0,0.0,12773.0,0.0,0.0,1e777a79-71c5-472f-ad07-87d396609aa2,0.0,491.94,491.94,0.0,0.09,0.09,,,,,,,,
Longkhim,,f164acfb-9674-4a54-9221-0e941f0632ea,2079.5,0.0,76.61,76.61,0.0,,4.08,4.08,,,safe,safe,0.0,613.67,0.0,0.0,0.0,14989.0,0.0,0.0,f164acfb-9674-4a54-9221-0e941f0632ea,0.0,76.61,76.61,0.0,4.08,4.08,,,,,,,,
Tening,,c0ac3041-30c0-4260-b84f-84dcafb58065,1394.1999999999998,0.0,1063.5,1063.5,0.0,,22.29,22.29,,,safe,safe,0.0,15398.61,0.0,0.0,0.0,52166.0,0.0,0.0,c0ac3041-30c0-4260-b84f-84dcafb58065,0.0,1063.5,1063.5,0.0,22.29,22.29,,,,,,,,
Noklak,,3c82e62c-93e6-4977-845a-027a86e528dc,2079.5,0.0,324.52,324.52,0.0,,7.710000000000001,7.710000000000001,,,safe,safe,0.0,2036.64,0.0,0.0,0.0,57107.0,0.0,0.0,3c82e62c-93e6-4977-845a-027a86e528dc,0.0,324.52,324.52,0.0,7.710000000000001,7.710000000000001,,,,,,,,
Wozhuru Ralan,,e49d68e6-c7cb-4637-aa05-ca666a549090,2166.76,0.0,1178.0900000000001,1178.0900000000001,0.0,,29.88,29.88,,,safe,safe,0.0,10045.94,0.0,0.0,0.0,27268.0,0.0,0.0,e49d68e6-c7cb-4637-aa05-ca666a549090,0.0,1178.0900000000001,1178.0900000000001,0.0,29.88,29.88,,,,,,,,
Tizit,,afd28f41-0c02-4c35-8dc3-b7f1363e4ac0,1469.1,0.0,774.11,774.11,0.0,,47.42,47.42,,,safe,safe,0.0,10367.56,0.0,0.0,0.0,23861.0,0.0,0.0,afd28f41-0c02-4c35-8dc3-b7f1363e4ac0,0.0,774.11,774.11,0.0,47.42,47.42,,,,,,,,
Peren,,e03c76c6-7e11-49a4-9c3a-7311ee9ba601,1394.2,0.0,952.21,952.21,0.0,,15.03,15.03,,,safe,safe,0.0,14102.3,0.0,0.0,0.0,47063.0,0.0,0.0,e03c76c6-7e11-49a4-9c3a-7311ee9ba601,0.0,952.21,952.21,0.0,15.03,15.03,,,,,,,,
Longleng,,7bb8238a-afe1-4973-ad3d-ddf4f3cabe05,1879.5,0.0,919.94,919.94,0.0,,4.51,4.51,,,safe,safe,0.0,7344.54,0.0,0.0,0.0,34503.56,0.0,0.0,7bb8238a-afe1-4973-ad3d-ddf4f3cabe05,0.0,919.94,919.94,0.0,4.51,4.51,,,,,,,,
Zunheboto,,7dbc3c74-a1d6-4f2a-8924-4b984d459fc4,2080.4,0.0,239.2,239.2,0.0,,21.060000000000002,21.060000000000002,,,safe,safe,0.0,616.09,0.0,0.0,0.0,9662.0,0.0,0.0,7dbc3c74-a1d6-4f2a-8924-4b984d459fc4,0.0,239.2,239.2,0.0,21.060000000000002,21.060000000000002,,,,,,,,
Tokiye,,fa52b055-9b1b-4187-892d-53df4b7b050b,2080.4,0.0,252.89000000000001,252.89000000000001,0.0,,9.47,9.47,,,safe,safe,0.0,905.94,0.0,0.0,0.0,14966.0,0.0,0.0,fa52b055-9b1b-4187-892d-53df4b7b050b,0.0,252.89000000000001,252.89000000000001,0.0,9.47,9.47,,,,,,,,
Simiti,,2db710e3-7161-449e-98c0-54aaa5c32d35,1074.1,0.0,344.36,344.36,0.0,,2.96,2.96,,,safe,safe,0.0,1160.81,0.0,0.0,0.0,31080.0,0.0,0.0,2db710e3-7161-449e-98c0-54aaa5c32d35,0.0,344.36,344.36,0.0,2.96,2.96,,,,,,,,
Chukitong,,893468e4-4b6e-49ad-9dc4-8423cf47b505,2166.76,0.0,683.81,683.81,0.0,,3.87,3.87,,,safe,safe,0.0,4922.78,0.0,0.0,0.0,14534.0,0.0,0.0,893468e4-4b6e-49ad-9dc4-8423cf47b505,0.0,683.81,683.81,0.0,3.87,3.87,,,,,,,,
Phek,,9277467d-c521-40b5-8007-3561a1103c6d,1295.1,0.0,162.48999999999998,162.48999999999998,0.0,,5.37,5.37,,,safe,safe,0.0,1076.97,0.0,0.0,0.0,40088.02,0.0,0.0,9277467d-c521-40b5-8007-3561a1103c6d,0.0,162.48999999999998,162.48999999999998,0.0,5.37,5.37,,,,,,,,
Mon,,eb0665d2-f71a-48c4-b2c7-01f54c157e1b,1469.1,0.0,771.54,771.54,0.0,,29.71,29.71,,,safe,safe,0.0,10324.52,0.0,0.0,0.0,25278.0,0.0,0.0,eb0665d2-f71a-48c4-b2c7-01f54c157e1b,0.0,771.54,771.54,0.0,29.71,29.71,,,,,,,,
Ongpangkong South,,01dc8066-818b-4fdc-a66e-786bb40ccfc7,2080.4,0.0,899.44,899.44,0.0,,16.88,16.88,,,safe,safe,0.0,7946.47,0.0,0.0,0.0,22954.0,0.0,0.0,01dc8066-818b-4fdc-a66e-786bb40ccfc7,0.0,899.44,899.44,0.0,16.88,16.88,,,,,,,,
Meluri,,76cc7690-c13b-471c-8bf4-3a1f34f1c70a,1295.1,0.0,417.8,417.8,0.0,,14.21,14.21,,,safe,safe,0.0,5285.34,0.0,0.0,0.0,97649.74,0.0,0.0,76cc7690-c13b-471c-8bf4-3a1f34f1c70a,0.0,417.8,417.8,0.0,14.21,14.21,,,,,,,,
Sangsangnyu,,9821c5be-53b7-49c7-a1d7-3d8400b4b107,2079.5,0.0,290.34000000000003,290.34000000000003,0.0,,9.74,9.74,,,safe,safe,0.0,1483.26,0.0,0.0,0.0,35307.0,0.0,0.0,9821c5be-53b7-49c7-a1d7-3d8400b4b107,0.0,290.34000000000003,290.34000000000003,0.0,9.74,9.74,,,,,,,,
Sekruzu,,bf5b7e10-6fbf-4562-8481-1e3be98d3e5f,1295.1,0.0,191.13,191.13,0.0,,4.55,4.55,,,safe,safe,0.0,2006.28,0.0,0.0,0.0,18197.28,0.0,0.0,bf5b7e10-6fbf-4562-8481-1e3be98d3e5f,0.0,191.13,191.13,0.0,4.55,4.55,,,,,,,,
Kohima,,0ef66ebf-9dfd-4eab-9a4b-2614b59d1887,1779.3000000000002,0.0,495.12,495.12,0.0,,127.29,127.29,,,safe,safe,0.0,3706.42,0.0,0.0,0.0,25655.0,0.0,0.0,0ef66ebf-9dfd-4eab-9a4b-2614b59d1887,0.0,495.12,495.12,0.0,127.29,127.29,,,,,,,,
Tobu,,71b3ce8f-f7fa-4724-b775-3b3279e5b87c,1469.1,0.0,379.33,379.33,0.0,,4.82,4.82,,,safe,safe,0.0,4699.61,0.0,0.0,0.0,31288.0,0.0,0.0,71b3ce8f-f7fa-4724-b775-3b3279e5b87c,0.0,379.33,379.33,0.0,4.82,4.82,,,,,,,,
Satakha,,426e7189-1b85-4f61-83bd-7bb8eefcad88,2080.4,0.0,365.74,365.74,0.0,,9.559999999999999,9.559999999999999,,,safe,safe,0.0,2093.25,0.0,0.0,0.0,38774.0,0.0,0.0,426e7189-1b85-4f61-83bd-7bb8eefcad88,0.0,365.74,365.74,0.0,9.559999999999999,9.559999999999999,,,,,,,,
Changtongya,,7d862ef8-e358-446c-b95f-dcefba703a8e,2080.4,0.0,1545.46,1545.46,0.0,,19.99,19.99,,,safe,safe,0.0,14301.82,0.0,0.0,0.0,42289.0,0.0,0.0,7d862ef8-e358-446c-b95f-dcefba703a8e,0.0,1545.46,1545.46,0.0,19.99,19.99,,,,,,,,
Chessore,,b5017e9d-6277-4d80-9413-9e5fe29cd88b,2079.5,0.0,130.28,130.28,0.0,,7.82,7.82,,,safe,safe,0.0,955.34,0.0,0.0,0.0,22679.0,0.0,0.0,b5017e9d-6277-4d80-9413-9e5fe29cd88b,0.0,130.28,130.28,0.0,7.82,7.82,,,,,,,,
Wokha,,46c81edf-689d-46b5-b9e1-6f91f6d471f2,2166.76,0.0,1170.26,1170.26,0.0,,54.54,54.54,,,safe,safe,0.0,10647.08,0.0,0.0,0.0,26904.0,0.0,0.0,46c81edf-689d-46b5-b9e1-6f91f6d471f2,0.0,1170.26,1170.26,0.0,54.54,54.54,,,,,,,,
Noksen,,2fcaec3f-2a26-4662-98a6-fdf006fead34,2079.5,0.0,152.86,152.86,0.0,,5.6,5.6,,,safe,safe,0.0,1238.06,0.0,0.0,0.0,28340.0,0.0,0.0,2fcaec3f-2a26-4662-98a6-fdf006fead34,0.0,152.86,152.86,0.0,5.6,5.6,,,,,,,,
Tamlu,,f5342dea-0795-4e99-a9de-1d02820c253f,1879.5,0.0,624.2700000000001,624.2700000000001,0.0,,2.05,2.05,,,safe,safe,0.0,5545.08,0.0,0.0,0.0,21696.44,0.0,0.0,f5342dea-0795-4e99-a9de-1d02820c253f,0.0,624.2700000000001,624.2700000000001,0.0,2.05,2.05,,,,,,,,
Medziphema,,82e8fcc5-149d-494c-aa9d-38f69b91d90a,1744.96,0.0,11247.35,11247.35,0.0,,889.74,889.74,,,safe,safe,0.0,37180.03,0.0,0.0,0.0,55165.0,0.0,0.0,82e8fcc5-149d-494c-aa9d-38f69b91d90a,0.0,11247.35,11247.35,0.0,889.74,889.74,,,,,,,,
Jakhama,,35a9025c-7b8c-48f1-a69b-7c11d2142cad,1779.3000000000002,0.0,553.42,553.42,0.0,,12.149999999999999,12.149999999999999,,,safe,safe,0.0,4492.73,0.0,0.0,0.0,24600.0,0.0,0.0,35a9025c-7b8c-48f1-a69b-7c11d2142cad,0.0,553.42,553.42,0.0,12.149999999999999,12.149999999999999,,,,,,,,
Jalukie,,ce6f0cfd-509e-409f-ac2b-b3dd012f5ed3,1394.1999999999998,0.0,2487.83,2487.83,0.0,,134.05,134.05,,,safe,safe,0.0,34337.53,0.0,0.0,0.0,65871.0,0.0,0.0,ce6f0cfd-509e-409f-ac2b-b3dd012f5ed3,0.0,2487.83,2487.83,0.0,134.05,134.05,,,,,,,,
Chen,,97e599b5-7c0e-4ca7-8b3c-ad14e89c8053,1469.1,0.0,912.08,912.08,0.0,,26.18,26.18,,,safe,safe,0.0,12467.75,0.0,0.0,0.0,37708.0,0.0,0.0,97e599b5-7c0e-4ca7-8b3c-ad14e89c8053,0.0,912.08,912.08,0.0,26.18,26.18,,,,,,,,
Pomching,,20803c42-4447-4a21-8901-5fb7f4cea868,1469.1,0.0,643.87,643.87,0.0,,28.32,28.32,,,safe,safe,0.0,9683.27,0.0,0.0,0.0,26015.0,0.0,0.0,20803c42-4447-4a21-8901-5fb7f4cea868,0.0,643.87,643.87,0.0,28.32,28.32,,,,,,,,
Suruhoto,,07a3e77a-c0c4-4637-b957-9cbb67db8632,2080.4,0.0,182.14,182.14,0.0,,5.77,5.77,,,safe,safe,0.0,765.26,0.0,0.0,0.0,12024.0,0.0,0.0,07a3e77a-c0c4-4637-b957-9cbb67db8632,0.0,182.14,182.14,0.0,5.77,5.77,,,,,,,,
Mangkolemba,,5cbc1a73-e32e-4a7f-af9f-411ef0d8dab4,2080.4,0.0,1744.22,1744.22,0.0,,29.08,29.08,,,safe,safe,0.0,15099.67,0.0,0.0,0.0,44812.0,0.0,0.0,5cbc1a73-e32e-4a7f-af9f-411ef0d8dab4,0.0,1744.22,1744.22,0.0,29.08,29.08,,,,,,,,
Bhandari,,bec5208a-5825-415c-af71-1dd79ce882b2,2166.76,0.0,2559.36,2559.36,0.0,,30.089999999999996,30.089999999999996,,,safe,safe,0.0,22870.1,0.0,0.0,0.0,49715.0,0.0,0.0,bec5208a-5825-415c-af71-1dd79ce882b2,0.0,2559.36,2559.36,0.0,30.089999999999996,30.089999999999996,,,,,,,,
Thonoknyu,,45f4f7ab-39b6-4fbc-94c6-e486de184d1a,2079.5,0.0,230.42,230.42,0.0,,4.01,4.01,,,safe,safe,0.0,2003.14,0.0,0.0,0.0,53298.0,0.0,0.0,45f4f7ab-39b6-4fbc-94c6-e486de184d1a,0.0,230.42,230.42,0.0,4.01,4.01,,,,,,,,
Pfutsero,,e8aabd94-22b9-465a-806a-45a8470aa572,1295.1,0.0,296.34999999999997,296.34999999999997,0.0,,9.64,9.64,,,safe,safe,0.0,1889.11,0.0,0.0,0.0,30044.41,0.0,0.0,e8aabd94-22b9-465a-806a-45a8470aa572,0.0,296.34999999999997,296.34999999999997,0.0,9.64,9.64,,,,,,,,
Ongpangkong North,,bb3cbc44-c51e-4f0c-8374-d662578e483a,2080.4,0.0,862.1999999999999,862.1999999999999,0.0,,14.46,14.46,,,safe,safe,0.0,8336.23,0.0,0.0,0.0,24572.0,0.0,0.0,bb3cbc44-c51e-4f0c-8374-d662578e483a,0.0,862.1999999999999,862.1999999999999,0.0,14.46,14.46,,,,,,,,
Chare,,4cb1373e-3878-4a91-95b8-641a5452eece,2079.5,0.0,93.12,93.12,0.0,,1.41,1.41,,,safe,safe,0.0,511.04,0.0,0.0,0.0,8271.0,0.0,0.0,4cb1373e-3878-4a91-95b8-641a5452eece,0.0,93.12,93.12,0.0,1.41,1.41,,,,,,,,
Kuhoboto,,88f1dae6-93f2-4ad9-a229-d19dd1392ae1,1744.96,0.0,1849.02,1849.02,0.0,,153.15,153.15,,,safe,safe,0.0,4004.75,0.0,0.0,0.0,6976.0,0.0,0.0,88f1dae6-93f2-4ad9-a229-d19dd1392ae1,0.0,1849.02,1849.02,0.0,153.15,153.15,,,,,,,,
Sanis,,710ccf70-520f-433b-8178-03773ddb096d,2166.76,0.0,2042.31,2042.31,0.0,,59.769999999999996,59.769999999999996,,,safe,safe,0.0,18434.72,0.0,0.0,0.0,44379.0,0.0,0.0,710ccf70-520f-433b-8178-03773ddb096d,0.0,2042.31,2042.31,0.0,59.769999999999996,59.769999999999996,,,,,,,,
Longchem,,4f6caa9e-c312-456e-8417-c1745c9b8479,2080.4,0.0,701.55,701.55,0.0,,14.91,14.91,,,safe,safe,0.0,5011.83,0.0,0.0,0.0,14100.0,0.0,0.0,4f6caa9e-c312-456e-8417-c1745c9b8479,0.0,701.55,701.55,0.0,14.91,14.91,,,,,,,,
Kiphire,,e2669621-9158-4ec4-adcf-d19ccaaf0eb6,1074.1,0.0,98.69,98.69,0.0,,5.800000000000001,5.800000000000001,,,safe,safe,0.0,1043.61,0.0,0.0,0.0,25420.0,0.0,0.0,e2669621-9158-4ec4-adcf-d19ccaaf0eb6,0.0,98.69,98.69,0.0,5.800000000000001,5.800000000000001,,,,,,,,
Dhansiripar,,720a27b4-38d2-4668-b719-6cc9c96fa48f,1744.96,0.0,6837.8099999999995,6837.8099999999995,0.0,,234.85000000000002,234.85000000000002,,,safe,safe,0.0,16602.22,0.0,0.0,0.0,21215.0,0.0,0.0,720a27b4-38d2-4668-b719-6cc9c96fa48f,0.0,6837.8099999999995,6837.8099999999995,0.0,234.85000000000002,234.85000000000002,,,,,,,,
Niuland,,168f6335-390e-4481-a185-1c1ca26c1ad3,1744.96,0.0,2801.29,2801.29,0.0,,131.57,131.57,,,safe,safe,0.0,5258.67,0.0,0.0,0.0,9344.0,0.0,0.0,168f6335-390e-4481-a185-1c1ca26c1ad3,0.0,2801.29,2801.29,0.0,131.57,131.57,,,,,,,,
Wakching,,3a6986de-1c00-410e-93a5-006507081702,1469.1,0.0,949.4599999999999,949.4599999999999,0.0,,10.19,10.19,,,safe,safe,0.0,13969.73,0.0,0.0,0.0,34450.0,0.0,0.0,3a6986de-1c00-410e-93a5-006507081702,0.0,949.4599999999999,949.4599999999999,0.0,10.19,10.19,,,,,,,,
Tseminyu,,72fc2743-666e-4e58-af8c-2ddbe297c7a4,1779.3000000000002,0.0,839.72,839.72,0.0,,40.14,40.14,,,safe,safe,0.0,7483.42,0.0,0.0,0.0,36389.0,0.0,0.0,72fc2743-666e-4e58-af8c-2ddbe297c7a4,0.0,839.72,839.72,0.0,40.14,40.14,,,,,,,,
Chiephobozou,,81749f49-4ea7-4b7e-b6ef-d98e38e44186,1779.3000000000002,0.0,1193.18,1193.18,0.0,,36.58,36.58,,,safe,safe,0.0,12581.0,0.0,0.0,0.0,59656.0,0.0,0.0,81749f49-4ea7-4b7e-b6ef-d98e38e44186,0.0,1193.18,1193.18,0.0,36.58,36.58,,,,,,,,
Kikruma,,b9326084-dee7-43f7-a7d3-6884ddad5760,1295.1,0.0,113.65,113.65,0.0,,3.91,3.91,,,safe,safe,0.0,1051.3,0.0,0.0,0.0,16620.55,0.0,0.0,b9326084-dee7-43f7-a7d3-6884ddad5760,0.0,113.65,113.65,0.0,3.91,3.91,,,,,,,,
Shamator,,6e417c66-8b76-44aa-a89d-fdf0ec276384,2079.5,0.0,155.46,155.46,0.0,,6.37,6.37,,,safe,safe,0.0,1282.28,0.0,0.0,0.0,33609.0,0.0,0.0,6e417c66-8b76-44aa-a89d-fdf0ec276384,0.0,155.46,155.46,0.0,6.37,6.37,,,,,,,,
Ghathashi,,3dc6169e-4f56-4c76-ae64-6906b13af6f0,2080.3999999999996,0.0,262.42,262.42,0.0,,5.32,5.32,,,safe,safe,0.0,1901.65,0.0,0.0,0.0,23100.0,0.0,0.0,3dc6169e-4f56-4c76-ae64-6906b13af6f0,0.0,262.42,262.42,0.0,5.32,5.32,,,,,,,,
THINGSULTHLIAH,,0ab6175e-9821-4927-96c8-b657dde38378,2204.0,0.0,291.54,291.54,0.0,,16.97,16.97,,,safe,safe,0.0,4161.0,0.0,0.0,0.0,73100.0,0.0,0.0,0ab6175e-9821-4927-96c8-b657dde38378,0.0,291.54,291.54,0.0,16.97,16.97,,,,,,,,
BILKHAWTHLIR,,d4787f85-d1cd-48e9-bafa-08624d1e86b1,2205.0,0.0,1333.47,1333.47,0.0,,22.4,22.4,,,safe,safe,0.0,18978.0,0.0,0.0,0.0,51106.0,0.0,0.0,d4787f85-d1cd-48e9-bafa-08624d1e86b1,0.0,1333.47,1333.47,0.0,22.4,22.4,,,,,,,,
CHAWNGTE,,76d4722b-a04d-434d-b4eb-73b310b42729,2022.0,0.0,1591.6999999999998,1591.6999999999998,0.0,,30.9,30.9,,,safe,safe,0.0,24542.0,0.0,0.0,0.0,69948.0,0.0,0.0,76d4722b-a04d-434d-b4eb-73b310b42729,0.0,1591.6999999999998,1591.6999999999998,0.0,30.9,30.9,,,,,,,,
KHAWZAWL,,d4971b19-18c6-4f85-bacb-64ba524230a9,1728.0,0.0,523.32,523.32,0.0,,7.09,7.09,,,safe,safe,0.0,9486.0,0.0,0.0,0.0,113287.0,0.0,0.0,d4971b19-18c6-4f85-bacb-64ba524230a9,0.0,523.32,523.32,0.0,7.09,7.09,,,,,,,,
DARLAWN,,1b03e5b5-17a7-4691-b67b-db53ff29ecb5,2204.0,0.0,534.09,534.09,0.0,,19.58,19.58,,,safe,safe,0.0,7623.0,0.0,0.0,0.0,105043.0,0.0,0.0,1b03e5b5-17a7-4691-b67b-db53ff29ecb5,0.0,534.09,534.09,0.0,19.58,19.58,,,,,,,,
SANGAU,,d1356445-8039-4d12-b4fe-b00be5878e56,2022.0,0.0,115.51,115.51,0.0,,7.94,7.94,,,safe,safe,0.0,1781.0,0.0,0.0,0.0,47258.0,0.0,0.0,d1356445-8039-4d12-b4fe-b00be5878e56,0.0,115.51,115.51,0.0,7.94,7.94,,,,,,,,
LUNGLEI,,bb045d4e-8a8e-4779-920c-3579e64ba58c,2092.0,0.0,653.4100000000001,653.4100000000001,0.0,,60.16,60.16,,,safe,safe,0.0,9850.0,0.0,0.0,0.0,108893.0,0.0,0.0,bb045d4e-8a8e-4779-920c-3579e64ba58c,0.0,653.4100000000001,653.4100000000001,0.0,60.16,60.16,,,,,,,,
REIEK,,09cfb600-37bf-4c53-afb1-86a61cd33339,2242.0,0.0,841.88,841.88,0.0,,29.29,29.29,,,safe,safe,0.0,11650.0,0.0,0.0,0.0,83627.0,0.0,0.0,09cfb600-37bf-4c53-afb1-86a61cd33339,0.0,841.88,841.88,0.0,29.29,29.29,,,,,,,,
SERCHHIP,,d601e448-6314-476e-a9bc-2d273a3d45ac,1747.0,0.0,694.75,694.75,0.0,,20.71,20.71,,,safe,safe,0.0,12320.0,0.0,0.0,0.0,97659.0,0.0,0.0,d601e448-6314-476e-a9bc-2d273a3d45ac,0.0,694.75,694.75,0.0,20.71,20.71,,,,,,,,
E LUNGDAR,,3299f188-e429-4f23-8875-a778b598954b,1747.0,0.0,216.89000000000001,216.89000000000001,0.0,,27.53,27.53,,,safe,safe,0.0,3846.0,0.0,0.0,0.0,44441.0,0.0,0.0,3299f188-e429-4f23-8875-a778b598954b,0.0,216.89000000000001,216.89000000000001,0.0,27.53,27.53,,,,,,,,
TUIPANG,,4123c583-2fab-4469-986d-e06ca3bb75cb,2262.0,0.0,608.47,608.47,0.0,,11.31,11.31,,,safe,safe,0.0,8394.0,0.0,0.0,0.0,96752.0,0.0,0.0,4123c583-2fab-4469-986d-e06ca3bb75cb,0.0,608.47,608.47,0.0,11.31,11.31,,,,,,,,
PHULLEN,,6c760a61-ebab-4cc8-ba63-663305ad1dd2,2204.0,0.0,234.22,234.22,0.0,,13.21,13.21,,,safe,safe,0.0,3343.0,0.0,0.0,0.0,55890.0,0.0,0.0,6c760a61-ebab-4cc8-ba63-663305ad1dd2,0.0,234.22,234.22,0.0,13.21,13.21,,,,,,,,
LAWNGTLAI,,c87ea888-e800-4f14-bf5e-eb4dc7980077,2022.0,0.0,719.45,719.45,0.0,,60.86,60.86,,,safe,safe,0.0,11093.0,0.0,0.0,0.0,88293.0,0.0,0.0,c87ea888-e800-4f14-bf5e-eb4dc7980077,0.0,719.45,719.45,0.0,60.86,60.86,,,,,,,,
AIBAWK,,9b977d32-1fa1-4cbd-9659-34768b6d98e8,2280.0,0.0,9.57,9.57,0.0,,5.98,5.98,,,safe,safe,0.0,131.0,0.0,0.0,0.0,55064.0,0.0,0.0,9b977d32-1fa1-4cbd-9659-34768b6d98e8,0.0,9.57,9.57,0.0,5.98,5.98,,,,,,,,
CHAMPHAI,,3f56d165-177f-4861-83bf-54a6d03c20b7,1728.0,0.0,446.64,446.64,0.0,,28.65,28.65,,,safe,safe,0.0,8096.0,0.0,0.0,0.0,59080.0,0.0,0.0,3f56d165-177f-4861-83bf-54a6d03c20b7,0.0,446.64,446.64,0.0,28.65,28.65,,,,,,,,
KHAWBUNG,,e9b38273-1647-4da7-b9fc-fe2078ccd1d8,1728.0,0.0,303.15,303.15,0.0,,1.45,1.45,,,safe,safe,0.0,5495.0,0.0,0.0,0.0,66535.0,0.0,0.0,e9b38273-1647-4da7-b9fc-fe2078ccd1d8,0.0,303.15,303.15,0.0,1.45,1.45,,,,,,,,
TLANGNUAM,,19bc84ff-0f32-4ebe-9c0e-ea2940a62a88,2204.0,0.0,453.73,453.73,0.0,,144.81,144.81,,,safe,safe,0.0,6476.0,0.0,0.0,0.0,68503.0,0.0,0.0,19bc84ff-0f32-4ebe-9c0e-ea2940a62a88,0.0,453.73,453.73,0.0,144.81,144.81,,,,,,,,
NORTH THINGDAWL,,00a84116-fdc9-485a-babd-abee04ac3b30,2205.0,0.0,1443.01,1443.01,0.0,,9.23,9.23,,,safe,safe,0.0,20537.0,0.0,0.0,0.0,87094.0,0.0,0.0,00a84116-fdc9-485a-babd-abee04ac3b30,0.0,1443.01,1443.01,0.0,9.23,9.23,,,,,,,,
SAIHA,,d5b68c6a-f56d-4b74-8e8f-0b176b84c77e,2262.0,0.0,164.26,164.26,0.0,,29.130000000000003,29.130000000000003,,,safe,safe,0.0,2266.0,0.0,0.0,0.0,43148.0,0.0,0.0,d5b68c6a-f56d-4b74-8e8f-0b176b84c77e,0.0,164.26,164.26,0.0,29.130000000000003,29.130000000000003,,,,,,,,
WEST BUNGHMUN,,31959e64-dede-40f9-9014-5909bb0acb38,2092.0,0.0,1639.6200000000001,1639.6200000000001,0.0,,26.119999999999997,26.119999999999997,,,safe,safe,0.0,24717.0,0.0,0.0,0.0,114970.0,0.0,0.0,31959e64-dede-40f9-9014-5909bb0acb38,0.0,1639.6200000000001,1639.6200000000001,0.0,26.119999999999997,26.119999999999997,,,,,,,,
WEST PHAILENG,,7f68eeab-e3bd-4ab2-8c18-9b0466a5711a,2242.0,0.0,1478.4499999999998,1478.4499999999998,0.0,,36.23,36.23,,,safe,safe,0.0,20459.0,0.0,0.0,0.0,99578.0,0.0,0.0,7f68eeab-e3bd-4ab2-8c18-9b0466a5711a,0.0,1478.4499999999998,1478.4499999999998,0.0,36.23,36.23,,,,,,,,
BUNGTLANG SOUTH,,c837511d-65e3-4846-8021-351aad320131,2022.0,0.0,950.7199999999999,950.7199999999999,0.0,,4.57,4.57,,,safe,safe,0.0,14659.0,0.0,0.0,0.0,50201.0,0.0,0.0,c837511d-65e3-4846-8021-351aad320131,0.0,950.7199999999999,950.7199999999999,0.0,4.57,4.57,,,,,,,,
HNAHTHIAL,,537e01a3-5855-4548-8293-ec06d45087d3,2092.0,0.0,349.92,349.92,0.0,,58.37,58.37,,,safe,safe,0.0,5275.0,0.0,0.0,0.0,94597.0,0.0,0.0,537e01a3-5855-4548-8293-ec06d45087d3,0.0,349.92,349.92,0.0,58.37,58.37,,,,,,,,
LUNGSEN,,df702a65-6d35-4e69-af7d-9c7a2ee19f47,2092.0,0.0,2298.21,2298.21,0.0,,46.83,46.83,,,safe,safe,0.0,34645.0,0.0,0.0,0.0,137240.0,0.0,0.0,df702a65-6d35-4e69-af7d-9c7a2ee19f47,0.0,2298.21,2298.21,0.0,46.83,46.83,,,,,,,,
ZAWLNUAM,,02885a8f-0844-4950-9a5a-9a3f37ffdf75,2242.0,0.0,2856.02,2856.02,0.0,,37.239999999999995,37.239999999999995,,,safe,safe,0.0,39522.0,0.0,0.0,0.0,117195.0,0.0,0.0,02885a8f-0844-4950-9a5a-9a3f37ffdf75,0.0,2856.02,2856.02,0.0,37.239999999999995,37.239999999999995,,,,,,,,
NGOPA,,95723a79-bbaf-4ccc-891e-59befb05dd93,1728.0,0.0,308.72,308.72,0.0,,7.390000000000001,7.390000000000001,,,safe,safe,0.0,5596.0,0.0,0.0,0.0,79598.0,0.0,0.0,95723a79-bbaf-4ccc-891e-59befb05dd93,0.0,308.72,308.72,0.0,7.390000000000001,7.390000000000001,,,,,,,,
